feature_name,min_val,max_val,mean_val,median_val,std_val,p1,p5,p25,p75,p95,p99,valid_cell_count,missing_cell_count,valid_pct,infinite_count,nan_count,out_of_range_count
flow_direction,0.0,128.0,31.323485782323516,16.0,40.91222037633357,1.0,1.0,4.0,32.0,128.0,128.0,4618441,770,99.98,0,0,0
flow_accumulation,1.2932111024856567,4617535.5,4467.443359375,11.054271697998047,82357.78125,1.604155969619751,2.013218402862549,4.433372497558594,43.57758712768555,1311.310791015625,32708.5187499995,4618441,770,99.98,0,0,0
drainage_network,0.0,1.0,0.07855670589631,0.0,0.26904562783109987,0.0,0.0,0.0,0.0,1.0,1.0,4619211,0,100.0,0,0,0
distance_to_drainage,0.0,3905.124755859375,622.2035522460938,538.5164794921875,475.3157958984375,0.0,0.0,223.60679626464844,943.3981323242188,1503.32958984375,1843.908935546875,4619211,0,100.0,0,0,0
drainage_density,0.0,10.0,0.7849598526954651,8.881784197001252e-16,1.4989886283874512,0.0,0.0,0.0,0.800000011920929,4.400000095367432,6.0,4619211,0,100.0,0,0,0
twi,3.637608528137207,26.209367752075195,8.729599952697754,8.00732135772705,2.631406545639038,5.54413480758667,5.9010396003723145,6.796687602996826,9.95328140258789,13.970335960388184,17.683198547363258,4618441,770,99.98,0,0,0
