total_relation_members,selected_exact_member_edges,selected_spatial_matches,tunnel_or_parallel_supported_edges,unsupported_selected_edges,percentage_selected_route_length_supported,percentage_selected_edge_count_supported
372,104,0,12,0,100.0,100.0
