baseline_period,total_daily_samples,monsoon_daily_samples,historical_sample_support,climatology_status
2015-2024 (10 Years GPM IMERG V06B),3653,1220,SUFFICIENT,VERIFIED_CLIMATOLOGY_BASELINE
