scenario_id,valid_rows,unique_dhi_a,unique_dhi_b,unique_dhi_c,unique_dhi_d,var_dhi_a,var_dhi_b,var_dhi_c,var_dhi_d,constant_vector_determination_method,mean_percentile_range,median_percentile_range,q75_percentile_range,q90_percentile_range,q95_percentile_range,max_percentile_range,mean_iqr,median_iqr,max_iqr,threshold_stable_count,scientifically_informative_stable_count,moderate_count,sensitive_count,informative_row_count,complete_tie_row_count,informative_for_segment_discrimination,degeneracy_status,interpretation_status,percentile_method,rounding_stage,verification_status
S1,158,1,1,1,1,7.703719777548943e-34,7.703719777548943e-34,1.7333369499485123e-33,3.0814879110195774e-33,NUMPY_UNIQUE_COUNT_EQUAL_ONE,0.07400000000000001,0.07400000000000001,0.07400000000000001,0.07400000000000001,0.07400000000000001,0.07400000000000001,0.03699999999999998,0.03699999999999999,0.03699999999999999,0,0,0,0,0,158,False,NON_DISCRIMINATING_COMPLETE_TIE,NON_DISCRIMINATING,scipy.stats.iqr(values),FULL_PRECISION_UNROUNDED,VERIFIED_EXACT
S2,158,1,1,1,1,0.0,3.0814879110195774e-33,1.232595164407831e-32,1.232595164407831e-32,NUMPY_UNIQUE_COUNT_EQUAL_ONE,0.22200000000000006,0.22199999999999998,0.22199999999999998,0.22199999999999998,0.22199999999999998,0.22199999999999998,0.11100000000000003,0.11099999999999999,0.11099999999999999,0,0,0,0,0,158,False,NON_DISCRIMINATING_COMPLETE_TIE,NON_DISCRIMINATING,scipy.stats.iqr(values),FULL_PRECISION_UNROUNDED,VERIFIED_EXACT
S3,158,1,1,1,1,0.0,3.0814879110195774e-33,3.0814879110195774e-33,0.0,NUMPY_UNIQUE_COUNT_EQUAL_ONE,0.26649999999999996,0.26649999999999996,0.26649999999999996,0.26649999999999996,0.26649999999999996,0.26649999999999996,0.13324999999999998,0.13324999999999998,0.13324999999999998,0,0,0,0,0,158,False,NON_DISCRIMINATING_COMPLETE_TIE,NON_DISCRIMINATING,scipy.stats.iqr(values),FULL_PRECISION_UNROUNDED,VERIFIED_EXACT
S4,158,1,1,1,1,4.930380657631324e-32,1.232595164407831e-32,1.232595164407831e-32,1.232595164407831e-32,NUMPY_UNIQUE_COUNT_EQUAL_ONE,0.3250000000000001,0.32500000000000007,0.32500000000000007,0.32500000000000007,0.32500000000000007,0.32500000000000007,0.16250000000000006,0.16250000000000003,0.16250000000000003,0,0,0,0,0,158,False,NON_DISCRIMINATING_COMPLETE_TIE,NON_DISCRIMINATING,scipy.stats.iqr(values),FULL_PRECISION_UNROUNDED,VERIFIED_EXACT
S5,158,1,1,1,1,0.0,0.0,4.930380657631324e-32,1.1093356479670479e-31,NUMPY_UNIQUE_COUNT_EQUAL_ONE,0.5664999999999999,0.5665,0.5665,0.5665,0.5665,0.5665,0.28324999999999995,0.28325,0.28325,0,0,0,0,0,158,False,NON_DISCRIMINATING_COMPLETE_TIE,NON_DISCRIMINATING,scipy.stats.iqr(values),FULL_PRECISION_UNROUNDED,VERIFIED_EXACT
