segment_id,sequence_number,start_chainage_m,end_chainage_m,nominal_length_m,actual_geometry_length_m,start_longitude,start_latitude,end_longitude,end_latitude,midpoint_longitude,midpoint_latitude,vertex_count,source_route_sha256,terminal_segment
NH44_SEG_132,132,65500.0,66000.0,500.0,500.0,75.189521,33.368918,75.193794,33.37079,75.192128,33.369403,16,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_133,133,66000.0,66500.0,500.0,500.0,75.193794,33.37079,75.19669,33.374578,75.195227,33.37269,9,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_134,134,66500.0,67000.0,500.0,500.0,75.19669,33.374578,75.200371,33.37752,75.198306,33.376336,26,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_135,135,67000.0,67500.0,500.0,500.0,75.200371,33.37752,75.201047,33.381591,75.20116,33.379435,25,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_136,136,67500.0,68000.0,500.0,500.0,75.201047,33.381591,75.201632,33.385958,75.201282,33.383753,25,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_137,137,68000.0,68500.0,500.0,500.0,75.201632,33.385958,75.201182,33.389714,75.202601,33.388061,14,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_138,138,68500.0,69000.0,500.0,500.0,75.201182,33.389714,75.198718,33.392466,75.19927,33.390336,28,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_139,139,69000.0,69500.0,500.0,500.0,75.198718,33.392466,75.19702,33.396651,75.197508,33.39446,16,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_140,140,69500.0,70000.0,500.0,500.0,75.19702,33.396651,75.195118,33.40069,75.196189,33.398762,21,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_141,141,70000.0,70500.0,500.0,500.0,75.195118,33.40069,75.1977,33.404427,75.196392,33.402618,17,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_142,142,70500.0,71000.0,500.0,500.0,75.1977,33.404427,75.200947,33.407597,75.198734,33.406471,21,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_143,143,71000.0,71500.0,500.0,500.0,75.200947,33.407597,75.20389,33.41103,75.20252,33.409138,21,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_144,144,71500.0,72000.0,500.0,500.0,75.20389,33.41103,75.204812,33.415036,75.2047,33.413041,29,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_145,145,72000.0,72500.0,500.0,500.0,75.204812,33.415036,75.205117,33.419247,75.204695,33.41706,23,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_146,146,72500.0,73000.0,500.0,500.0,75.205117,33.419247,75.204697,33.423655,75.204725,33.421419,24,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_147,147,73000.0,73500.0,500.0,500.0,75.204697,33.423655,75.202468,33.427141,75.204652,33.425858,26,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_148,148,73500.0,74000.0,500.0,500.0,75.202468,33.427141,75.198318,33.429872,75.200159,33.428297,10,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_149,149,74000.0,74500.0,500.0,500.0,75.198318,33.429872,75.195412,33.433533,75.197099,33.431778,10,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_150,150,74500.0,75000.0,500.0,500.0,75.195412,33.433533,75.193958,33.437687,75.194156,33.435473,15,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_151,151,75000.0,75500.0,500.0,500.0,75.193958,33.437687,75.190553,33.440954,75.192382,33.439437,15,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_152,152,75500.0,76000.0,500.0,500.0,75.190553,33.440954,75.189134,33.445066,75.189748,33.442962,18,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_153,153,76000.0,76500.0,500.0,500.0,75.189134,33.445066,75.19036,33.449414,75.18949,33.44728,14,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_154,154,76500.0,77000.0,500.0,500.0,75.19036,33.449414,75.191912,33.453728,75.191166,33.451565,9,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_155,155,77000.0,77500.0,500.0,500.0,75.191912,33.453728,75.189511,33.457422,75.191148,33.455711,23,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_156,156,77500.0,78000.0,500.0,500.0,75.189511,33.457422,75.187261,33.461441,75.188053,33.4593,22,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_157,157,78000.0,78500.0,500.0,500.0,75.187261,33.461441,75.187612,33.465934,75.187429,33.463688,14,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,False
NH44_SEG_158,158,78500.0,78619.37,119.37,119.37,75.187612,33.465934,75.187307,33.466977,75.187496,33.466463,8,7141c209c578f8e8f19bc13b85409eeb220b709703c62691fac732594b2e3564,True
