source_file,original_feature_id,osm_way_id,geometry_sha256,coordinate_count,edge_length_m,start_coordinate,end_coordinate,road_classification,source_provenance_status
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_82,OSM_WAY_131110043,dd5fb6a9b4b4742e11a4289073b73b58dfbae36c145262d2db558ee981675e54,2,0.001,"(75.173037, 33.488979)","(75.172961, 33.488363)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_83,OSM_WAY_131110044,92a585ed2c8fe01157f866511417bf429499e5cdd662151ea8768429d9e9ecf2,4,0.077,"(75.172740, 33.489164)","(75.186696, 33.564998)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_84,OSM_WAY_131110045,dfd15dea4d3294959c25674650a8808d80cccbcf3cc6ca1354d0e63da13c7cd3,21,0.006,"(75.304151, 33.144963)","(75.304742, 33.149383)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_85,OSM_WAY_131110046,6470ca4b31abc2a11509f6c89d5a34721f3b72cc0b411df4642535fb9b3490bd,2,0.0,"(75.304742, 33.149383)","(75.304939, 33.149665)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_86,OSM_WAY_131110047,5a2b6912f4b193f80def7faa02c8e31088ac51704652b8ca0ae6ba9726b0a4a2,3,0.001,"(75.304939, 33.149665)","(75.305243, 33.150137)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_87,OSM_WAY_131110048,519d2ef43cb72b83849fc4b9c45f45f2b651cf6a3a1a644ba7e22740005f38a8,3,0.001,"(75.305816, 33.150797)","(75.305497, 33.150211)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_88,OSM_WAY_131110049,4a2e3143533abde9a60b8a951a6f001d6245a03d4d26a809b4a02794a59da01c,4,0.001,"(75.305842, 33.151383)","(75.305816, 33.150797)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_89,OSM_WAY_131110050,5426cab10b8595810bc33167b7f5162bada7a75c51b2af80ff475edcaf6e5362,23,0.007,"(75.307717, 33.157590)","(75.305842, 33.151383)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_90,OSM_WAY_131110051,cebd4ea0268729ed44cdd0f4a0acbebd336f0c68d4501e6444c9943b3d9480e7,67,0.024,"(75.307717, 33.157590)","(75.296180, 33.169953)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_91,OSM_WAY_131110052,72964ecb3bc6195bdb69586407e74801a9d4713bbea3b29dd78d34d67269ce77,3,0.001,"(75.296609, 33.170608)","(75.296454, 33.170084)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_92,OSM_WAY_131110053,c9b690eb2df34490dc02da1eeea58d6523b7c9faf33e6c42bd33c755eb52275f,23,0.005,"(75.296334, 33.170746)","(75.300144, 33.173287)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_93,OSM_WAY_131110054,994aa45c7f0c3595984773c90770986c64d20e741e17a43aece9285929982eee,10,0.008,"(75.300144, 33.173287)","(75.298367, 33.180769)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_94,OSM_WAY_131110055,8add3c87a73c14eb090821d22f0ba99a4e9e0ab5d35dcb437aaef63bcbfad69c,16,0.003,"(75.300824, 33.182251)","(75.298656, 33.180764)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_95,OSM_WAY_131110056,f11bfba89f3a885d06f494cb8a96357586f11ae1ecb88c0706f4cd26066e5302,3,0.002,"(75.300824, 33.182251)","(75.301449, 33.183613)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_96,OSM_WAY_131110057,00f2fe1ca7febe6149c57cab09a6ff059c8bc5b7225444040d8e116317e5c54e,112,0.046,"(75.272457, 33.213062)","(75.301449, 33.183613)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_97,OSM_WAY_131110058,0d2d3ba5b1e0a441f473cdfb633d43049a0daee173d47aff78f7422c74611532,2,0.001,"(75.272390, 33.213179)","(75.273183, 33.213799)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_98,OSM_WAY_131110059,0070a8b89d12c5d5b14e5c65de332d5e4e9fac3e400be092096eb2e0bd80203a,13,0.004,"(75.272448, 33.217530)","(75.273332, 33.213702)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_99,OSM_WAY_131110060,22facb4b54c606d94caa5c9dc881032c7bb9bbfb476698b9cbdde494f0ee1186,9,0.007,"(75.248765, 33.232778)","(75.242544, 33.236061)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_100,OSM_WAY_131110061,529378d19edd272702f144d24c0be9251539265275690698ddcb50297908d9d3,7,0.002,"(75.240477, 33.236763)","(75.242544, 33.236061)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_101,OSM_WAY_131110062,87014708cfce5c14723721e881dfa1aa02abd872480ff2941216c280200a82a0,3,0.0,"(75.272098, 33.217570)","(75.272105, 33.217896)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_102,OSM_WAY_131110063,bb010b93dda2d5dfc4bbce39f2fca49344ed4a2257fb4e181106a2aaac26f44a,32,0.009,"(75.272105, 33.217896)","(75.266514, 33.224465)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
data/audit/nh44_repaired_mainline_source_edges.parquet,FEATURE_103,OSM_WAY_131110064,4b5671fb5c70ed901c83a56e9dafdcd26298ec894251acb3ddb847e70202f524,3,0.0,"(75.266224, 33.224620)","(75.266516, 33.224597)",national_primary_highway,LOCAL REFERENCE — NOT INDEPENDENTLY VERIFIED AS OSM
