authoritative_route_id,route_sha256,source_edge_package_sha256,crs,route_length_km,source_edge_count,vertex_count,synthetic_terminal_point_count,connected_components,endpoints,branch_nodes,cycles,repeated_edges,artificial_connectors,longitude_range,latitude_range,endpoint_geodesic_distance_km,sinuosity,maximum_route_to_source_distance_m,udhampur_start_coordinate,banihal_endpoint_coordinate
NH44_PILOT_AUTHORITATIVE_V2_3A,b22b875dfdf08f734aca88377aed80e869988b4adbdb2d848756225457b825e2,5df40dc042464f5e185592c93078e1fbedd5408bd1ab2e9af900773129ad4a35,EPSG:32643,78.619,104,2626,0,1,2,0,0,0,0,75.140000 to 75.250000,32.991498 to 33.436961,51.482,1.527,0.0,"(75.191949, 32.991498)","(75.194231, 33.436961)"
